row_id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,ministry_name,ministry_category,ministry_category2,comments,pid,start_source,end_source,ls_pid
3132,9,CHANDRA SHEKHAR,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,BALLIA,Uttar_Pradesh,industry,"commerce, industry, civil supplies",,,9_Uttar_Pradesh_43_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GEUP24266
3133,9,CHANDRA SHEKHAR,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,BALLIA,Uttar_Pradesh,labour,"labour, employment, rehabilitation",,,9_Uttar_Pradesh_43_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GEUP24266
3134,9,CHANDRA SHEKHAR,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,BALLIA,Uttar_Pradesh,welfare,social welfare,,,9_Uttar_Pradesh_43_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GEUP24266
3135,9,CHANDRA SHEKHAR,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,BALLIA,Uttar_Pradesh,planning,"statistics, planning and program implementation",,,9_Uttar_Pradesh_43_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GEUP24266
3136,9,CHANDRA SHEKHAR,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,BALLIA,Uttar_Pradesh,programme implementation,"statistics, planning and program implementation",,,9_Uttar_Pradesh_43_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GEUP24266
3137,11,CHANDRADEO PRASAD VARMA,M,JD,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Saturday, 1 June 1996","Monday, 21 April 1997",Lok Sabha,ARRAH,Bihar,rural areas & employment,"rural development, community development, panchayati raj",,,11_Bihar_36_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,GEBR23133
3138,11,CHANDRADEO PRASAD VARMA,M,JD,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Monday, 21 April 1997","Friday, 20 June 1997",Lok Sabha,ARRAH,Bihar,rural areas & employment,"rural development, community development, panchayati raj",,,11_Bihar_36_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1630.pdf,GEBR23133
3139,14,CHANDRASEKHAR SAHU,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 29 January 2006","Tuesday, 24 October 2006",Lok Sabha,BERHAMPUR,Odisha,labour & employment,"labour, employment, rehabilitation",,,14_Odisha_11_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1482.pdf,GEMP45188
3140,14,CHANDRASEKHAR SAHU,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 24 October 2006","Friday, 22 May 2009",Lok Sabha,BERHAMPUR,Odisha,rural development,"rural development, community development, panchayati raj",,,14_Odisha_11_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1482.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,GEMP45188
3141,15,CHANDRESH KUMARI KATOCH,F,INC,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Sunday, 28 October 2012","Monday, 26 May 2014",Lok Sabha,JODHPUR,Rajasthan,culture,culture,,,15_Rajasthan_16_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,GEHP81381
3142,15,CHARAN DAS MAHANT,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 12 July 2011","Monday, 26 May 2014",Lok Sabha,KORBA,Chhattisgarh,agriculture,agriculture,,,15_Chhattisgarh_4_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,GECG65727
3143,15,CHARAN DAS MAHANT,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 12 July 2011","Monday, 26 May 2014",Lok Sabha,KORBA,Chhattisgarh,food processing industries,"food, consumer affairs, public distribution",,,15_Chhattisgarh_4_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,GECG65727
3144,11,CHATURANAN MISHRA,M,CPI,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Saturday, 29 June 1996","Monday, 21 April 1997",Lok Sabha,MADHUBANI,Bihar,agriculture,agriculture,,,11_Bihar_13_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,GEBR22255
3145,11,CHATURANAN MISHRA,M,CPI,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 21 April 1997","Thursday, 19 March 1998",Lok Sabha,MADHUBANI,Bihar,agriculture,agriculture,,,11_Bihar_13_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1623.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,GEBR22255
3146,11,CHATURANAN MISHRA,M,CPI,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 24 April 1997","Monday, 9 June 1997",Lok Sabha,MADHUBANI,Bihar,"civil supplies, consumer affairs, & public distribution","food, consumer affairs, public distribution","commerce, industry, civil supplies",,11_Bihar_13_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1624.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1629.pdf,GEBR22255
3147,16,ARJUN RAM MEGHWAL,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 5 July 2016","Sunday, 3 September 2017",Lok Sabha,BIKANER,Rajasthan,corporate affairs,"commerce, industry, civil supplies",,,16_Rajasthan_2_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,GERJ8974
3148,16,ARUN JAITLEY,M,BJP,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Tuesday, 27 May 2014","Tuesday, 3 April 2018",Rajya Sabha,NOT_APPLICABLE,Gujarat,corporate affairs,"commerce, industry, civil supplies",,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,Rajya Sabha Former Members List,
3149,16,ARUN JAITLEY,M,BJP,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Tuesday, 3 April 2018","Thursday, 30 May 2019",Rajya Sabha,NOT_APPLICABLE,Uttar_Pradesh,corporate affairs,"commerce, industry, civil supplies",,,,Rajya Sabha Former Members List,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,
3150,16,NIRMALA SITHARAMAN,F,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 27 May 2014","Sunday, 9 November 2014",Rajya Sabha,NOT_APPLICABLE,Karnataka,corporate affairs,"commerce, industry, civil supplies",,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,
3151,13,CHHATRAPAL SINGH,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Wednesday, 29 January 2003","Tuesday, 16 March 2004",Rajya Sabha,NOT_APPLICABLE,Odisha,chemicals & fertilizers,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1468.pdf,
3152,10,CHINTA MOHAN,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Friday, 21 June 1991","Sunday, 17 January 1993",Lok Sabha,TIRUPATHI,Andhra_Pradesh,chemicals & fertilizers,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,10_Andhra_Pradesh_20_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,GEAP30917
3153,15,CHOUDHARY MOHAN JATUA,M,AITC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 28 May 2009","Saturday, 22 September 2012",Lok Sabha,MATHURAPUR,West_Bengal,information & broadcasting,"electronics, information technology & communications",,,15_West_Bengal_20_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_882.pdf,GEWB14253
3154,16,P.P. CHAUDHARY,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 3 September 2017","Thursday, 30 May 2019",Lok Sabha,PALI,Rajasthan,corporate affairs,"commerce, industry, civil supplies",,,16_Rajasthan_15_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,GERJ9361
3155,16,DR. MAHESH SHARMA,M,BJP,NOT_APPLICABLE,MoS,Independent Charge,"Sunday, 9 November 2014","Thursday, 30 May 2019",Lok Sabha,GAUTAM BUDDHA NAGAR,Uttar_Pradesh,culture,culture,,,16_Uttar_Pradesh_13_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,GEUP15874
3156,16,SHRIPAD YESSO NAIK,M,BJP,NOT_APPLICABLE,MoS,Independent Charge,"Tuesday, 27 May 2014","Sunday, 9 November 2014",Lok Sabha,NORTH GOA,Goa,culture,culture,,,16_Goa_1_1_0,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,GEGA43669
3157,10,COL. RAM SINGH,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 2 July 1992","Saturday, 30 March 1996",Lok Sabha,MAHENDRAGARH,Haryana,rural development,"rural development, community development, panchayati raj",,,10_Haryana_7_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1526.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1603.pdf,GEHR39795
3158,10,D. K. THARADEVI,F,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Wednesday, 26 June 1991","Sunday, 17 January 1993",Lok Sabha,CHIKMAGALUR,Karnataka,health & family welfare,health,,,10_Karnataka_20_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1545.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,GEKA84326
3159,15,D. NAPOLEON,M,DMK,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 28 May 2009","Thursday, 21 March 2013",Lok Sabha,PERAMBALUR,Tamil_Nadu,social justice & empowerment,"women, social justice, minority, tribal affairs",,,15_Tamil_Nadu_25_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_870.pdf,GETN9974
3160,14,D. PURANDESWARI,F,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 29 January 2006","Friday, 22 May 2009",Lok Sabha,BAPATLA,Andhra_Pradesh,human resource development,human resource development,,,14_Andhra_Pradesh_16_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,GEAP76730
3161,16,ARUN JAITLEY,M,BJP,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Tuesday, 27 May 2014","Sunday, 9 November 2014",Rajya Sabha,NOT_APPLICABLE,Gujarat,defence,defence,,,,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,
3162,16,ARUN JAITLEY,M,BJP,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Monday, 13 March 2017","Sunday, 3 September 2017",Rajya Sabha,NOT_APPLICABLE,Gujarat,defence,defence,,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1194.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,
3163,16,MANOHAR PARRIKAR,M,BJP,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Sunday, 9 November 2014","Monday, 13 March 2017",Rajya Sabha,NOT_APPLICABLE,Uttar_Pradesh,defence,defence,,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1194.pdf,
3164,16,NIRMALA SITHARAMAN,F,BJP,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Sunday, 3 September 2017","Thursday, 30 May 2019",Rajya Sabha,NOT_APPLICABLE,Karnataka,defence,defence,,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,
3165,15,DAGGUBATI PURANDESWARI,F,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 28 May 2009","Sunday, 28 October 2012",Lok Sabha,VISAKHAPATNAM,Andhra_Pradesh,human resource development,human resource development,,,15_Andhra_Pradesh_4_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,GEAP76730
3166,15,DAGGUBATI PURANDESWARI,F,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 28 October 2012","Wednesday, 12 March 2014",Lok Sabha,VISAKHAPATNAM,Andhra_Pradesh,commerce & industry,"commerce, industry, civil supplies",,,15_Andhra_Pradesh_4_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_860.pdf,GEAP76730
3167,10,DALBIR SINGH,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Friday, 21 June 1991","Sunday, 17 January 1993",Lok Sabha,SHAHDOL,Madhya_Pradesh,finance,finance,,,10_Madhya_Pradesh_11_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,GEMP29820
3168,12,DALIT EZHILMALAI,M,PMK,NOT_APPLICABLE,MoS,Independent Charge,"Thursday, 19 March 1998","Monday, 16 August 1999",Lok Sabha,CHIDAMBARAM,Tamil_Nadu,health & family welfare,health,,,12_Tamil_Nadu_12_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1658.pdf,GETN1094
3169,9,DASAI CHOWDHARY,M,JD,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,ROSERA,Bihar,health & family welfare,health,,,9_Bihar_16_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GEBR37504
3170,9,DASAI CHOWDHARY,M,JD,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Wednesday, 28 November 1990","Friday, 21 June 1991",Lok Sabha,ROSERA,Bihar,industry,"commerce, industry, civil supplies",,,9_Bihar_16_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1575.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GEBR37504
3171,14,DASARI NARAYAN RAO,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Saturday, 22 May 2004","Saturday, 27 November 2004",Rajya Sabha,NOT_APPLICABLE,Andhra_Pradesh,coal & mines,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,
3172,14,DASARI NARAYAN RAO,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Saturday, 27 November 2004","Tuesday, 7 February 2006",Rajya Sabha,NOT_APPLICABLE,Andhra_Pradesh,mines,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1480.pdf,
3173,14,DASARI NARAYAN RAO,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Saturday, 27 November 2004","Sunday, 6 April 2008",Rajya Sabha,NOT_APPLICABLE,Andhra_Pradesh,coal,"steel, coal, mines, oil, petrol, chemicals, fertilizers",,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,
3174,9,DAULAT RAM SARAN,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,CHURU,Rajasthan,urban development,"works, housing, urban development",,,9_Rajasthan_3_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GERJ30101
3175,14,DAYANIDHI MARAN,M,DMK,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Saturday, 22 May 2004","Tuesday, 15 May 2007",Lok Sabha,MADRAS CENTRAL,Tamil_Nadu,communications & information technology,"electronics, information technology & communications",,,14_Tamil_Nadu_2_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1491.pdf,GETN9843
3176,15,DAYANIDHI MARAN,M,DMK,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Thursday, 28 May 2009","Tuesday, 12 July 2011",Lok Sabha,CHENNAI CENTRAL,Tamil_Nadu,textiles,textiles,,,15_Tamil_Nadu_4_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,GETN9843
3177,10,DEBIPROSAD PAL,M,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Friday, 15 September 1995","Thursday, 16 May 1996",Lok Sabha,CALCUTTA NORTH WEST,West_Bengal,finance,finance,,,10_West_Bengal_21_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,GEWB40800
3178,15,DEEPA DASMUNSI,F,INC,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Sunday, 28 October 2012","Monday, 26 May 2014",Lok Sabha,RAIGANJ,West_Bengal,urban development,"works, housing, urban development",,,15_West_Bengal_5_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,GEWB13948
3179,12,DEVENDRA PRADHAN,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 19 March 1998","Wednesday, 13 October 1999",Lok Sabha,DEOGARH,Odisha,surface transport,"transport: shipping, railways, civil aviation, tourism",,,12_Odisha_18_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,GEOD32594
3180,13,DEVENDRA PRADHAN,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Wednesday, 13 October 1999","Saturday, 27 May 2000",Lok Sabha,DEOGARH,Odisha,surface transport,"transport: shipping, railways, civil aviation, tourism",,,13_Odisha_18_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,GEOD32594
3181,13,DEVENDRA PRADHAN,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Saturday, 27 May 2000","Saturday, 1 September 2001",Lok Sabha,DEOGARH,Odisha,agriculture,agriculture,,,13_Odisha_18_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1689.pdf,GEOD32594
3182,11,DEVENDRA PRASAD YADAV,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Saturday, 1 June 1996","Saturday, 29 June 1996",Lok Sabha,JHANJHARPUR,Bihar,commerce,"commerce, industry, civil supplies",,,11_Bihar_14_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,GEBR100003
3183,11,DEVENDRA PRASAD YADAV,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Saturday, 1 June 1996","Monday, 21 April 1997",Lok Sabha,JHANJHARPUR,Bihar,food,"food, consumer affairs, public distribution",,,11_Bihar_14_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,GEBR100003
3184,11,DEVENDRA PRASAD YADAV,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Saturday, 1 June 1996","Monday, 21 April 1997",Lok Sabha,JHANJHARPUR,Bihar,"civil supplies, consumer affairs, & public distribution","food, consumer affairs, public distribution","commerce, industry, civil supplies",,11_Bihar_14_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,GEBR100003
3185,9,DEVI LAL,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,SIKAR,Rajasthan,agriculture,agriculture,,,9_Rajasthan_5_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GERJ38825
3186,9,DEVI LAL,M,JD,NOT_APPLICABLE,CM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Lok Sabha,SIKAR,Rajasthan,tourism,"transport: shipping, railways, civil aviation, tourism",,,9_Rajasthan_5_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,GERJ38825
3187,11,DHANUSHKODI ATHITHAN R.,M,TMC(M),NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Thursday, 1 May 1997","Thursday, 19 March 1998",Lok Sabha,TIRUCHENDUR,Tamil_Nadu,human resource development,human resource development,,,11_Tamil_Nadu_38_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1626.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,GETN83079
3188,11,DHANUSHKODI ATITHAN R.,M,TMC(M),NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Saturday, 29 June 1996","Monday, 21 April 1997",Lok Sabha,TIRUCHENDUR,Tamil_Nadu,human resource development,human resource development,,,11_Tamil_Nadu_38_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1614.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,GETN83079
3189,16,RAO INDERJIT SINGH,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 27 May 2014","Tuesday, 5 July 2016",Lok Sabha,GURGAON,Haryana,defence,defence,,,16_Haryana_9_1_0,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,GEHR3689
3190,16,SUBHASH RAM RAO BHAMRE,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 5 July 2016","Thursday, 30 May 2019",Lok Sabha,DHULE,Maharashtra,defence,defence,,,16_Maharashtra_2_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,GEMH6713
3191,16,SUBHASH RAM RAO BHAMRE,M,BJP,NOT_APPLICABLE,MoS,NOT_APPLICABLE,"Tuesday, 5 July 2016","Thursday, 30 May 2019",Lok Sabha,DHULE,Maharashtra,defence,defence,,,16_Maharashtra_2_1_0,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,GEMH6713
3192,9,DIGVIJAY SINGH,M,JD,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Wednesday, 21 November 1990","Friday, 21 June 1991",Rajya Sabha,NOT_APPLICABLE,Bihar,finance,finance,,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,
3193,9,DIGVIJAY SINGH,M,JD,NOT_APPLICABLE,DCM,NOT_APPLICABLE,"Wednesday, 28 November 1990","Friday, 21 June 1991",Rajya Sabha,NOT_APPLICABLE,Bihar,external affairs,external affairs,,,,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1575.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1542.pdf,
