id,ls_number,name,gender,party,department,rank,rank_comment,appointment_begin,appointment_end,house,constituency,state,name_clean,error,comments
2093,6,Arif Baig,M,BJP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Betul,Madhya Pradesh,"commerce, civil supplies & cooperation",other_exception,exception: ministry out of gazette date range
2094,6,Chand Ram,M,JD,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Hardoi,Uttar Pradesh,shipping & transport,no_error,
2095,6,Rashida Haque Chaudhury,F,INC,,MoS,,"Monday, 30 July 1979","Friday, 24 August 1979",Lok Sabha,Silchar,Assam,education & culture,difference of 52,
2096,6,Rashida Haque Chaudhury,F,INC,,MoS,,"Monday, 30 July 1979","Friday, 24 August 1979",Lok Sabha,Silchar,Assam,social welfare,difference of 52,
2097,6,Rashida Haque Chaudhury,F,INC,,MoS,,"Friday, 24 August 1979","Monday, 14 January 1980",Lok Sabha,Silchar,Assam,education & culture,difference of 27,
2098,6,K Gopal,M,AIADMK,,MoS,,"Saturday, 4 August 1979","Monday, 14 January 1980",Lok Sabha,Karur,Tamil Nadu,parliamentary affairs,no_error,
2099,6,Krishna Kumar Goyal,M,BJP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Kota,Rajasthan,"commerce, civil supplies & cooperation",other_exception,exception: ministry out of gazette date range
2100,6,Dhanna Singh Gulshan,M,Akali Dal,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Bhatinda,Punjab,education & social welfare,difference of 54,
2101,6,Dhanna Singh Gulshan,M,Akali Dal,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Bhatinda,Punjab,culture,difference of 54,
2102,6,Jagbir Singh,M,JLD,,MoS,,"Sunday, 14 August 1977","Tuesday, 11 July 1978",Rajya Sabha,,Uttar Pradesh,information & broadcasting,no_error,
2103,6,Jagbir Singh,M,JLD,,MoS,,"Friday, 26 January 1979","Sunday, 15 July 1979",Rajya Sabha,,Uttar Pradesh,information & broadcasting,no_error,
2104,6,Jagbir Singh,M,JLD,,MoS,,"Monday, 30 July 1979","Monday, 14 January 1980",Rajya Sabha,,Uttar Pradesh,defence,no_error,
2105,6,M V Krishnappa,M,INC,,MoS,,"Saturday, 4 August 1979","Monday, 14 January 1980",Lok Sabha,Chikballapur,Karnataka,agriculture & irrigation,no_error,
2106,6,Samarendra Kundu,M,JD,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Balasore,Orissa,external affairs,no_error,
2107,6,Kumari Abha Malti,F,JP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Panskura,West Bengal,industry,no_error,
2108,6,Dhanik Lal Mandal,M,Janata (S),,MoS,,"Sunday, 14 August 1977","Sunday, 15 July 1979",Lok Sabha,Jhajharpur,Bihar,home affairs,no_error,
2109,6,Dhanik Lal Mandal,M,Janata (S),,MoS,,"Monday, 30 July 1979","Monday, 14 January 1980",Lok Sabha,Jhajharpur,Bihar,home affairs,no_error,
2110,6,S D Patil,M,not_applicable,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",not_applicable,,,home affairs,no_error,
2111,6,S D Patil,M,not_applicable,,MoS,,"Tuesday, 20 February 1979","Saturday, 28 July 1979",not_applicable,,,"law, justice & company affairs",no_error,
2112,6,P Ankineedu Prasad Rao,M,INC,,MoS,,"Saturday, 4 August 1979","Tuesday, 27 November 1979",Lok Sabha,Bapatla,Andhra Pradesh,tourism & civil aviation,no_error,
2113,6,Saugata Roy,M,INC,,MoS,,"Saturday, 4 August 1979","Monday, 14 January 1980",Lok Sabha,Barrackpore,West Bengal,"petroleum, chemicals & fertilisers",no_error,
2114,6,Larang Sai,M,BJP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Surguja,Madhya Pradesh,labour,no_error,
2115,6,Larang Sai,M,BJP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Surguja,Madhya Pradesh,parliamentary affairs,no_error,
2116,6,Narhari Prasad Sukhdeo Sai,M,JP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",not_applicable,Raigarh,Madhya Pradesh,communications,no_error,
2117,6,Sheo Narain,M,JP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",not_applicable,Basti,Uttar Pradesh,railways,no_error,
2118,6,Sher Singh,M,JP,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Lok Sabha,Rohtak,Haryana,defence,no_error,
2119,6,Sher Singh,M,JP,atomic energy,MoS,,"Saturday, 24 March 1979","Saturday, 28 July 1979",Lok Sabha,Rohtak,Haryana,atomic energy,no_error,
2120,6,Sher Singh,M,JP,,MoS,,"Saturday, 24 March 1979","Saturday, 28 July 1979",Lok Sabha,Rohtak,Haryana,electronics,no_error,
2121,6,Sher Singh,M,JP,,MoS,,"Saturday, 24 March 1979","Saturday, 28 July 1979",Lok Sabha,Rohtak,Haryana,science & technology,no_error,
2122,6,Sher Singh,M,JP,,MoS,,"Saturday, 24 March 1979","Saturday, 28 July 1979",Lok Sabha,Rohtak,Haryana,space,no_error,
2123,6,T S Shragare,M,INC,,MoS,,"Tuesday, 31 July 1979","Monday, 14 January 1980",Lok Sabha,Osmanabad,Maharashtra,communications,no_error,
2124,6,Bhanu Pratap Singh,M,BLD,,MoS,,"Sunday, 14 August 1977","Sunday, 15 July 1979",Rajya Sabha,,Uttar Pradesh,agriculture & irrigation,no_error,
2125,6,Ram Kripal Sinha,M,JS,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Rajya Sabha,,Bihar,labour,no_error,
2126,6,Ram Kripal Sinha,M,JS,,MoS,,"Sunday, 14 August 1977","Saturday, 28 July 1979",Rajya Sabha,,Bihar,parliamentary affairs,no_error,
2127,6,Jagdambi Prasad Yadav,M,BJP,,MoS,,"Sunday, 14 August 1977","Friday, 26 January 1979",Lok Sabha,Godda,Jharkhand,health & family welfare,no_error,
2128,6,Jagdambi Prasad Yadav,M,BJP,,MoS,,"Friday, 26 January 1979","Saturday, 28 July 1979",Lok Sabha,Godda,Jharkhand,industry,no_error,
2129,6,Narsing Yadav,M,JP,,MoS,,"Sunday, 14 August 1977","Tuesday, 11 July 1978",Lok Sabha,Chandauli,Uttar Pradesh,"law, justice & company affairs",no_error,
2130,6,Narsing Yadav,M,JP,,MoS,,"Friday, 26 January 1979","Sunday, 15 July 1979",Lok Sabha,Chandauli,Uttar Pradesh,"petroleum, chemicals & fertilisers",no_error,
2131,6,Narsing Yadav,M,JP,,MoS,,"Monday, 30 July 1979","Monday, 14 January 1980",Lok Sabha,Chandauli,Uttar Pradesh,communications,no_error,
2132,6,Zulfiquarullah,M,JP,,MoS,,"Sunday, 14 August 1977","Sunday, 15 July 1979",Lok Sabha,Sultanpur,Uttar Pradesh,finance,no_error,
2133,6,Zulfiquarullah,M,JP,,MoS,,"Monday, 30 July 1979","Tuesday, 4 December 1979",Lok Sabha,Sultanpur,Uttar Pradesh,communications,no_error,
2134,6,Zulfiquarullah,M,JP,,MoS,,"Monday, 30 July 1979","Tuesday, 4 December 1979",Lok Sabha,Sultanpur,Uttar Pradesh,muslim waqfs,ministry_not_found_in_gazette,not mentioned in gazettes
2135,6,H R Khanna,M,not_applicable,,Other,,"Monday, 30 July 1979","Friday, 3 August 1979",not_applicable,,,law & justice,other_exception,exception: ministry out of gazette date range
2136,6,Shyam Nandan Mishra,M,JP,,CM,Additional Charge,"Friday, 7 December 1979","Monday, 14 January 1980",Lok Sabha,Begusarai,Bihar,communications,no_error,
2137,6,S N Kacker,M,not_applicable,,CM,,"Friday, 3 August 1979","Monday, 14 January 1980",not_applicable,,,"law, justice & company affairs",no_error,
2138,6,Charan Singh,M,JP,,CM,,"Saturday, 26 March 1977","Saturday, 1 July 1978",Lok Sabha,Baghpat,Uttar Pradesh,home affairs,no_error,
2139,6,Charan Singh,M,JP,,DPM,,"Wednesday, 24 January 1979","Monday, 16 July 1979",Lok Sabha,Baghpat,Uttar Pradesh,deputy prime minister,ministry_not_found_in_gazette,"exception: pm, dpm"
2140,6,Charan Singh,M,JP,,CM,,"Wednesday, 24 January 1979","Monday, 16 July 1979",Lok Sabha,Baghpat,Uttar Pradesh,finance,no_error,
2141,6,Charan Singh,M,JP,,PM,,"Saturday, 28 July 1979","Monday, 14 January 1980",not_applicable,Baghpat,Uttar Pradesh,prime minister,ministry_not_found_in_gazette,"exception: pm, dpm"
2142,6,Charan Singh,M,JP,,CM,,"Saturday, 28 July 1979","Monday, 14 January 1980",Lok Sabha,Baghpat,Uttar Pradesh,ministries/dept not allotted to anyone,ministry_not_found_in_gazette,exception: ministries/dept not allotted
2143,6,Morarji Desai,M,JP,,PM,,"Thursday, 24 March 1977","Saturday, 28 July 1979",not_applicable,Surat,Gujarat,prime minister,ministry_not_found_in_gazette,"exception: pm, dpm"
2144,6,Morarji Desai,M,JP,,CM,,"Thursday, 24 March 1977","Saturday, 28 July 1979",Lok Sabha,Surat,Gujarat,ministries/dept not allotted to anyone,ministry_not_found_in_gazette,exception: ministries/dept not allotted
2145,6,Morarji Desai,M,JP,,CM,,"Thursday, 24 March 1977","Sunday, 14 August 1977",Lok Sabha,Surat,Gujarat,shipping & transport,no_error,
2146,6,Morarji Desai,M,JP,,CM,,"Saturday, 7 January 1978","Wednesday, 24 January 1979",Lok Sabha,Surat,Gujarat,home affairs,no_error,
2147,6,Morarji Desai,M,JP,,CM,,"Saturday, 7 January 1978","Wednesday, 24 January 1979",Lok Sabha,Surat,Gujarat,health & family welfare,no_error,
2148,6,P V Narasimha Rao,M,INC,,CM,,"Monday, 14 January 1980","Wednesday, 31 October 1984",Lok Sabha,Berhampur,Orissa,external affairs,no_error,
2149,6,Atal Bihar Vajpayee,M,BJP,,CM,,"Saturday, 26 March 1977","Saturday, 28 July 1979",Lok Sabha,Lucknow,Uttar Pradesh,external affairs,no_error,
2150,6,L K Advani,M,BJP,,CM,,"Saturday, 26 March 1977","Saturday, 28 July 1979",Rajya Sabha,,Gujarat,information & broadcasting,no_error,
2151,6,Yeshwantrao Chavan,M,INC,,DPM,,"Saturday, 28 July 1979","Monday, 14 January 1980",Lok Sabha,Satara,Maharashtra,deputy prime minister,ministry_not_found_in_gazette,"exception: pm, dpm"
2152,6,Yeshwantrao Chavan,M,INC,,CM,,"Saturday, 28 July 1979","Monday, 14 January 1980",Lok Sabha,Satara,Maharashtra,home affairs,no_error,
2153,6,Jagjivan Ram,M,INC,,CM,,"Monday, 28 March 1977","Wednesday, 24 January 1979",Lok Sabha,Sasaram,Bihar,defence,no_error,
2154,6,Jagjivan Ram,M,INC,,CM,,"Tuesday, 7 June 1977","Friday, 17 June 1977",Lok Sabha,Sasaram,Bihar,shipping & transport,no_error,
2155,6,Jagjivan Ram,M,INC,,DPM,,"Wednesday, 24 January 1979","Saturday, 28 July 1979",Lok Sabha,Sasaram,Bihar,deputy prime minister,ministry_not_found_in_gazette,"exception: pm, dpm"
2156,6,Jagjivan Ram,M,INC,,CM,,"Wednesday, 24 January 1979","Saturday, 28 July 1979",Lok Sabha,Sasaram,Bihar,defence,no_error,
2157,7,Ziaur Rahman Ansari,M,INC,,CM,,"Monday, 3 March 1980","Friday, 28 January 1983",Lok Sabha,Unnao,Uttar Pradesh,commerce,other_exception,exception: ministry out of gazette date range
2158,7,Ziaur Rahman Ansari,M,INC,,CM,,"Sunday, 19 October 1980","Saturday, 29 January 1983",Lok Sabha,Unnao,Uttar Pradesh,irrigation,difference of 88,
2159,7,Ziaur Rahman Ansari,M,INC,,CM,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Unnao,Uttar Pradesh,shipping & transport,no_error,
2160,7,Ziaur Rahman Ansari,M,INC,,CM,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Unnao,Uttar Pradesh,shipping & transport,no_error,
2161,7,Mohsina Kidwai,F,INC,,MoS,,"Saturday, 11 September 1982","Saturday, 29 January 1983",Lok Sabha,Meerut,Uttar Pradesh,labour & rehabilitation,difference of 5,
2162,7,Mohsina Kidwai,F,INC,,MoS,,"Saturday, 29 January 1983","Thursday, 2 August 1984",Lok Sabha,Meerut,Uttar Pradesh,health & family welfare,no_error,
2163,7,Mohsina Kidwai,F,INC,,MoS,Independent Charge,"Thursday, 2 August 1984","Wednesday, 31 October 1984",Lok Sabha,Meerut,Uttar Pradesh,rural development,difference of 65,
2164,7,Mohsina Kidwai,F,INC,,CM,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Meerut,Uttar Pradesh,rural development,difference of 4,
2165,7,Sitaram Kesri,M,INC,,CM,,"Monday, 3 March 1980","Friday, 15 January 1982",Rajya Sabha,,Bihar,parliamentary affairs,no_error,
2166,7,Sitaram Kesri,M,INC,,MoS,,"Friday, 15 January 1982","Saturday, 29 January 1983",Rajya Sabha,,Bihar,shipping & transport,no_error,
2167,7,Sheila Kaul,F,INC,,MoS,,"Sunday, 19 October 1980","Saturday, 8 August 1981",Lok Sabha,Raebareli,Uttar Pradesh,education & culture,no_error,
2168,7,Sheila Kaul,F,INC,,MoS,,"Sunday, 19 October 1980","Saturday, 8 August 1981",Lok Sabha,Raebareli,Uttar Pradesh,social welfare,no_error,
2170,7,Sheila Kaul,F,INC,,MoS,Independent Charge,"Saturday, 8 August 1981","Wednesday, 31 October 1984",Lok Sabha,Raebareli,Uttar Pradesh,education & culture,difference of 65,
2171,7,Sheila Kaul,F,INC,,MoS,Independent Charge,"Saturday, 8 August 1981","Wednesday, 31 October 1984",Lok Sabha,Raebareli,Uttar Pradesh,social welfare,difference of 65,
2172,7,Sheila Kaul,F,INC,,MoS,Independent Charge,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Raebareli,Uttar Pradesh,education & culture,difference of 4,
2173,7,Sheila Kaul,F,INC,,MoS,Independent Charge,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Raebareli,Uttar Pradesh,social welfare,difference of 4,
2174,7,Jagannath Kaushal,M,INC,,MoS,,"Friday, 15 January 1982","Wednesday, 31 October 1984",Lok Sabha,Chandigarh,Chandigarh,law & justice,other_exception,exception: ministry out of gazette date range
2176,7,Jagannath Kaushal,M,INC,,MoS,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Chandigarh,Chandigarh,law & justice,difference of 2,
2177,7,Arif Mohammed Khan,M,BSP,,DCM,,"Friday, 15 January 1982","Saturday, 29 January 1983",Lok Sabha,Bahraich,Uttar Pradesh,information & broadcasting,no_error,
2178,7,Arif Mohammed Khan,M,BSP,,CM,,"Saturday, 29 January 1983","Tuesday, 7 February 1984",Lok Sabha,Bahraich,Uttar Pradesh,agriculture,no_error,
2179,7,Arif Mohammed Khan,M,BSP,,CM,,"Tuesday, 7 February 1984","Wednesday, 31 October 1984",Lok Sabha,Bahraich,Uttar Pradesh,energy,difference of 65,
2180,7,Arif Mohammed Khan,M,BSP,,CM,,"Monday, 12 November 1984","Monday, 31 December 1984",Lok Sabha,Bahraich,Uttar Pradesh,energy,difference of 4,
2181,7,S B Chavan,M,INC,,CM,,"Sunday, 19 October 1980","Saturday, 8 August 1981",Lok Sabha,Nanded,Maharashtra,education & culture,no_error,
2182,7,S B Chavan,M,INC,,CM,,"Sunday, 19 October 1980","Saturday, 8 August 1981",Lok Sabha,Nanded,Maharashtra,social welfare,no_error,
2183,7,S B Chavan,M,INC,,CM,,"Thursday, 19 July 1984","Thursday, 2 August 1984",Lok Sabha,Nanded,Maharashtra,w/o portfolio,ministry_not_found_in_gazette,exception: without portfolio
2184,7,S B Chavan,M,INC,,CM,,"Thursday, 2 August 1984","Wednesday, 31 October 1984",Lok Sabha,Nanded,Maharashtra,defence,no_error,
2185,7,S B Chavan,M,INC,,CM,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Nanded,Maharashtra,defence,no_error,
2186,7,A B A Ghani Khan Choudhury,M,INC,,CM,,"Monday, 14 January 1980","Thursday, 2 September 1982",Lok Sabha,Malda,West Bengal,energy,no_error,
2187,7,A B A Ghani Khan Choudhury,M,INC,,CM,Additional Charge,"Wednesday, 16 January 1980","Monday, 9 June 1980",Lok Sabha,Malda,West Bengal,irrigation,other_exception,exception: ministry out of gazette date range
2188,7,A B A Ghani Khan Choudhury,M,INC,,CM,Temporary Charge,"Wednesday, 16 January 1980","Friday, 15 January 1982",Lok Sabha,Malda,West Bengal,coal,other_exception,exception: ministry out of gazette date range
2189,7,A B A Ghani Khan Choudhury,M,INC,,CM,,"Thursday, 2 September 1982","Wednesday, 31 October 1984",Lok Sabha,Malda,West Bengal,railways,no_error,
2190,7,A B A Ghani Khan Choudhury,M,INC,,CM,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Malda,West Bengal,railways,no_error,
2191,7,C K Jaffer Sahrief,M,INC,,MoS,Independent Charge,"Monday, 14 January 1980","Wednesday, 31 October 1984",Lok Sabha,Bangalore North,Karnataka,railways,no_error,
2192,7,C K Jaffer Sahrief,M,INC,,MoS,Independent Charge,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Bangalore North,Karnataka,irrigation,difference of 4,
2193,7,Giani Zail Singh,M,INC,,CM,,"Monday, 14 January 1980","Tuesday, 22 June 1982",Lok Sabha,Hoshiarpur,Punjab,home affairs,no_error,
2194,7,Narayan Datt Tiwari,M,INC,,CM,Deputy Chairman,"Sunday, 8 June 1980","Saturday, 8 August 1981",Lok Sabha,Nainital,Uttarakhand,planning,no_error,
2195,7,Narayan Datt Tiwari,M,INC,,CM,,"Saturday, 8 August 1981","Friday, 3 August 1984",Lok Sabha,Nainital,Uttarakhand,industry,difference of 95,
2196,7,Narayan Datt Tiwari,M,INC,,CM,Additional Charge,"Sunday, 19 October 1980","Saturday, 8 August 1981",Lok Sabha,Nainital,Uttarakhand,labour,no_error,
2197,7,Narayan Datt Tiwari,M,INC,,CM,Additional Charge,"Friday, 15 January 1982","Monday, 14 February 1983",Lok Sabha,Nainital,Uttarakhand,steel & mines,no_error,
2198,7,Narayan Datt Tiwari,M,INC,,CM,Additional Charge,"Thursday, 2 September 1982","Monday, 6 September 1982",Lok Sabha,Nainital,Uttarakhand,coal,other_exception,exception: ministry out of gazette date range
2199,7,Kamalapati Tripathi,M,INC,,CM,,"Monday, 14 January 1980","Wednesday, 12 November 1980",Lok Sabha,Varanasi,Uttar Pradesh,railways,no_error,
2200,6,Hitendra Desai,M,INC,,CM,Deputy Chairman,"Monday, 30 July 1979","Monday, 14 January 1980",Lok Sabha,Godhra,Gujarat,civil supplies,other_exception,exception: ministry out of gazette date range
2201,7,Janki Ballav Patnaik,M,INC,,CM,,"Monday, 14 January 1980","Saturday, 7 June 1980",Lok Sabha,Cuttack,Orissa,tourism,other_exception,exception: ministry out of gazette date range
2203,7,Janki Ballav Patnaik,M,INC,,CM,Additional Charge,"Wednesday, 16 January 1980","Saturday, 7 June 1980",Lok Sabha,Cuttack,Orissa,labour,no_error,
2204,7,Kedar Panday,M,INC,,CM,,"Sunday, 8 June 1980","Wednesday, 12 November 1980",Lok Sabha,Bettiah,Bihar,irrigation,difference of 45,
2205,7,Kedar Panday,M,INC,,CM,,"Friday, 15 January 1982","Saturday, 29 January 1983",Lok Sabha,Bettiah,Bihar,irrigation,no_error,
2206,7,Kedar Panday,M,INC,,CM,,"Wednesday, 12 November 1980","Friday, 15 January 1982",Lok Sabha,Bettiah,Bihar,railways,no_error,
2207,7,Veerendra Patil,M,INC,,CM,,"Friday, 7 March 1980","Sunday, 19 October 1980",Lok Sabha,Gulbarga,Karnataka,petroleum & chemicals,other_exception,exception: ministry out of gazette date range
2208,7,Veerendra Patil,M,INC,,CM,,"Sunday, 19 October 1980","Thursday, 2 September 1982",Lok Sabha,Gulbarga,Karnataka,shipping & transport,no_error,
2209,7,Veerendra Patil,M,INC,,CM,,"Thursday, 2 September 1982","Wednesday, 31 October 1984",Lok Sabha,Gulbarga,Karnataka,labour,other_exception,exception: ministry out of gazette date range
2211,7,Veerendra Patil,M,INC,,CM,Additional Charge,"Friday, 7 September 1984","Wednesday, 31 October 1984",Lok Sabha,Gulbarga,Karnataka,shipping & transport,no_error,
2212,7,Veerendra Patil,M,INC,,CM,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Gulbarga,Karnataka,labour,difference of 61,
2214,7,Veerendra Patil,M,INC,,CM,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Gulbarga,Karnataka,shipping & transport,no_error,
2215,7,Shivraj V Patil,M,INC,,MoS,,"Sunday, 19 October 1980","Friday, 15 January 1982",Lok Sabha,Latur,Maharashtra,defence,no_error,
2216,7,Shivraj V Patil,M,INC,,MoS,Independent Charge,"Friday, 15 January 1982","Saturday, 29 January 1983",Lok Sabha,Latur,Maharashtra,commerce,no_error,
2217,7,Shivraj V Patil,M,INC,,MoS,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Latur,Maharashtra,science & technology,difference of 65,
2218,7,Shivraj V Patil,M,INC,,MoS,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Latur,Maharashtra,space,no_error,
2219,7,Shivraj V Patil,M,INC,atomic energy,MoS,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Latur,Maharashtra,atomic energy,no_error,
2220,7,Shivraj V Patil,M,INC,,MoS,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Latur,Maharashtra,electronics,no_error,
2221,7,Shivraj V Patil,M,INC,,MoS,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Latur,Maharashtra,ocean development,no_error,
2222,7,Shivraj V Patil,M,INC,,MoS,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Latur,Maharashtra,science & technology,difference of 61,
2223,7,Shivraj V Patil,M,INC,,MoS,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Latur,Maharashtra,space,no_error,
2224,7,Shivraj V Patil,M,INC,atomic energy,MoS,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Latur,Maharashtra,atomic energy,no_error,
2225,7,Shivraj V Patil,M,INC,,MoS,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Latur,Maharashtra,electronics,no_error,
2226,7,Shivraj V Patil,M,INC,,MoS,,"Sunday, 4 November 1984","Monday, 31 December 1984",Lok Sabha,Latur,Maharashtra,ocean development,no_error,
2227,7,Buta Singh,M,INC,,MoS,,"Sunday, 8 June 1980","Friday, 15 January 1982",Lok Sabha,Jalore,Rajasthan,shipping & transport,no_error,
2228,7,Buta Singh,M,INC,,MoS,Independent Charge,"Friday, 15 January 1982","Thursday, 2 September 1982",Lok Sabha,Jalore,Rajasthan,supply,other_exception,exception: ministry out of gazette date range
2230,7,Buta Singh,M,INC,,MoS,Independent Charge,"Thursday, 2 September 1982","Saturday, 29 January 1983",Lok Sabha,Jalore,Rajasthan,supply,difference of 4,
2231,7,Buta Singh,M,INC,,MoS,Independent Charge,"Thursday, 2 September 1982","Saturday, 29 January 1983",Lok Sabha,Jalore,Rajasthan,sports,difference of 4,
2232,7,Buta Singh,M,INC,,CM,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Jalore,Rajasthan,parliamentary affairs,difference of 65,
2233,7,Buta Singh,M,INC,,CM,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Jalore,Rajasthan,sports,difference of 65,
2234,7,Buta Singh,M,INC,,CM,,"Saturday, 29 January 1983","Wednesday, 31 October 1984",Lok Sabha,Jalore,Rajasthan,works & housing,no_error,
2235,7,Buta Singh,M,INC,,CM,,"Wednesday, 31 October 1984","Monday, 31 December 1984",Lok Sabha,Jalore,Rajasthan,parliamentary affairs,difference of 65,
2236,7,Buta Singh,M,INC,,CM,,"Wednesday, 31 October 1984","Monday, 31 December 1984",Lok Sabha,Jalore,Rajasthan,sports,difference of 4,
2237,7,Buta Singh,M,INC,,CM,,"Wednesday, 31 October 1984","Monday, 31 December 1984",Lok Sabha,Jalore,Rajasthan,works & housing,no_error,
2238,7,H K L Bhagat,M,INC,,MoS,,"Thursday, 2 September 1982","Monday, 14 February 1983",Lok Sabha,East Delhi,Delhi,works & housing,no_error,
2239,7,H K L Bhagat,M,INC,,MoS,,"Thursday, 2 September 1982","Monday, 14 February 1983",Lok Sabha,East Delhi,Delhi,parliamentary affairs,no_error,
2240,7,H K L Bhagat,M,INC,,MoS,Independent Charge,"Monday, 14 February 1983","Wednesday, 31 October 1984",Lok Sabha,East Delhi,Delhi,information & broadcasting,no_error,
2241,7,H K L Bhagat,M,INC,,MoS,,"Monday, 14 February 1983","Wednesday, 31 October 1984",Lok Sabha,East Delhi,Delhi,parliamentary affairs,difference of 65,
2242,7,H K L Bhagat,M,INC,,MoS,Independent Charge,"Sunday, 4 November 1984","Saturday, 1 December 1984",Lok Sabha,East Delhi,Delhi,information & broadcasting,no_error,
2243,7,H K L Bhagat,M,INC,,MoS,,"Sunday, 4 November 1984","Saturday, 1 December 1984",Lok Sabha,East Delhi,Delhi,parliamentary affairs,difference of 61,
2244,7,Ram Niwas Mirdha,M,INC,,MoS,Independent Charge,"Saturday, 29 January 1983","Thursday, 2 August 1984",Rajya Sabha,,Rajasthan,irrigation,no_error,
2245,7,Ram Niwas Mirdha,M,INC,,MoS,,"Thursday, 2 August 1984","Wednesday, 31 October 1984",Rajya Sabha,,Rajasthan,external affairs,no_error,
2246,7,Ram Niwas Mirdha,M,INC,,MoS,,"Sunday, 4 November 1984","Monday, 31 December 1984",Rajya Sabha,,Rajasthan,external affairs,no_error,
2247,7,Pranab Mukherjee,M,INC,,CM,,"Monday, 14 January 1980","Friday, 15 January 1982",Rajya Sabha,,West Bengal,commerce,other_exception,exception: ministry out of gazette date range
2248,7,Pranab Mukherjee,M,INC,,CM,Additional Charge,"Wednesday, 16 January 1980","Friday, 15 January 1982",Rajya Sabha,,West Bengal,steel & mines,other_exception,exception: ministry out of gazette date range
2249,7,Pranab Mukherjee,M,INC,,CM,Additional Charge,"Wednesday, 16 January 1980","Friday, 15 January 1982",Rajya Sabha,,West Bengal,civil supplies,other_exception,exception: ministry out of gazette date range
2250,7,Pranab Mukherjee,M,INC,,CM,,"Friday, 15 January 1982","Wednesday, 31 October 1984",Rajya Sabha,,West Bengal,finance,no_error,
2251,7,Pranab Mukherjee,M,INC,,CM,Additional Charge,"Friday, 7 September 1984","Wednesday, 31 October 1984",Rajya Sabha,,West Bengal,commerce,difference of 65,
2252,7,Pranab Mukherjee,M,INC,,CM,,"Wednesday, 31 October 1984","Monday, 31 December 1984",Rajya Sabha,,West Bengal,finance,no_error,
2253,7,Pranab Mukherjee,M,INC,,CM,,"Wednesday, 31 October 1984","Monday, 31 December 1984",Rajya Sabha,,West Bengal,commerce & civil supplies,other_exception,exception: ministry out of gazette date range
2253 (2),7,Pranab Mukherjee,M,INC,,CM,,"Wednesday, 31 October 1984","Monday, 31 December 1984",Rajya Sabha,,West Bengal,commerce & civil supplies,other_exception,additional row added
2254,7,K Vijay Bhaskara Reddy,M,INC,,CM,,"Saturday, 29 January 1983","Wednesday, 2 February 1983",Lok Sabha,Kurnool,Andhra Pradesh,w/o portfolio,ministry_not_found_in_gazette,exception: without portfolio
2255,7,K Vijay Bhaskara Reddy,M,INC,,CM,,"Wednesday, 2 February 1983","Friday, 7 September 1984",Lok Sabha,Kurnool,Andhra Pradesh,shipping & transport,no_error,
